id,region,category,topic,query,response,source
193,khartoum,دعاء / تحية,قدامك العافية,تحدث عن قدامك العافية في إقليم khartoum بالسودان والمعنى/الأهمية المرتبطة به.,قدامك العافية: تعني دعاء للشخص بالشفاء والسلامة والخير. مثال: سلامتك يا أخي وقدامك العافية.,sudanese_lexicon_db
194,darfur,تحية,عوافي,تحدث عن عوافي في إقليم darfur بالسودان والمعنى/الأهمية المرتبطة به.,عوافي: تعني تحية السلام والراحة والصحة والعافية. مثال: عوافي عليكم يا أهل الدار.,sudanese_lexicon_db
195,darfur,حالة / وصف,شِدِيدْ,تحدث عن شِدِيدْ في إقليم darfur بالسودان والمعنى/الأهمية المرتبطة به.,شِدِيدْ: تعني بخير وصحة جيدة وقوة. مثال: كيف حالكم؟ - شديدين والحمد لله.,sudanese_lexicon_db
196,darfur,ترحيب,حَبَابَكْ فِيمَا جِئْتَ,تحدث عن حَبَابَكْ فِيمَا جِئْتَ في إقليم darfur بالسودان والمعنى/الأهمية المرتبطة به.,حَبَابَكْ فِيمَا جِئْتَ: تعني ترحيب كامل ومطلق بمقدم الضيف. مثال: حبابك فيما جئت ونورت الفاشر.,sudanese_lexicon_db
197,darfur,مكان / تراث,تَكَلْ,تحدث عن تَكَلْ في إقليم darfur بالسودان والمعنى/الأهمية المرتبطة به.,تَكَلْ: تعني المطبخ التقليدي المصنوع من القش والخشب للإعداد والمأكولات. مثال: الأكل جاهز في التكل تعالوا.,sudanese_lexicon_db
198,darfur,جغرافيا شعبية,الدامرة,تحدث عن الدامرة في إقليم darfur بالسودان والمعنى/الأهمية المرتبطة به.,الدامرة: تعني المستقر والقرية الموسمية للمستقرين والرعاة. مثال: وصلنا الدامرة قبل غروب الشمس.,sudanese_lexicon_db
199,darfur,جغرافيا شعبية,الفرقان,تحدث عن الفرقان في إقليم darfur بالسودان والمعنى/الأهمية المرتبطة به.,الفرقان: تعني جمع فريق، وهي أحياء ومجموعات منازل العائلات المترابطة. مثال: الفرقان في دارفور مترابطة وتشارك في كل المناسبات.,sudanese_lexicon_db
200,darfur,أواني ومأكولات,المَرْسُوعْ,تحدث عن المَرْسُوعْ في إقليم darfur بالسودان والمعنى/الأهمية المرتبطة به.,المَرْسُوعْ: تعني الطبق التقليدي المصنوع بعناية لتقديم عصيدة الدخن. مثال: قدموا العصيدة في المرسوع الكبيرة.,sudanese_lexicon_db
201,darfur,مأكولات شعبية,عصيدة الدخن,تحدث عن عصيدة الدخن في إقليم darfur بالسودان والمعنى/الأهمية المرتبطة به.,عصيدة الدخن: تعني الوجبة الرئيسة والتاريخية في دارفور المصنوعة من طحين الدخن الصحي. مثال: عصيدة الدخن مع المراس هي القوت الرئيسي.,sudanese_lexicon_db
202,darfur,كرم / تقاليد,الكَمَالتِي,تحدث عن الكَمَالتِي في إقليم darfur بالسودان والمعنى/الأهمية المرتبطة به.,الكَمَالتِي: تعني المكافأة أو العطاء الإضافي إكراماً وتقديراً. مثال: أعطاه الكمالتي فوق حقه إكراماً له.,sudanese_lexicon_db
203,darfur,اتجاهات / جغرافيا,دار صباح,تحدث عن دار صباح في إقليم darfur بالسودان والمعنى/الأهمية المرتبطة به.,دار صباح: تعني مصطلح يشير للخرطوم والمناطق الشرقية والوسطى بالسودان. مثال: مسافرين دار صباح الأسبوع الجاي.,sudanese_lexicon_db
204,kordofan,صفة / مدح,أَبُو جَالُوفْ,تحدث عن أَبُو جَالُوفْ في إقليم kordofan بالسودان والمعنى/الأهمية المرتبطة به.,أَبُو جَالُوفْ: تعني لقب يطلق على الرجل الشجاع والكريم القوي. مثال: ود أب جالوف ما برجع الضيف خايب.,sudanese_lexicon_db
205,kordofan,فنون وتراث,المردوم,تحدث عن المردوم في إقليم kordofan بالسودان والمعنى/الأهمية المرتبطة به.,المردوم: تعني الرقصة والغناء التراثي الإيقاعي الشهير في كردفان. مثال: ضربوا إيقاع المردوم في الحفلة والناس فرحانة.,sudanese_lexicon_db
206,kordofan,فنون وتراث,جَرَّارِي,تحدث عن جَرَّارِي في إقليم kordofan بالسودان والمعنى/الأهمية المرتبطة به.,جَرَّارِي: تعني نوع من الغناء والتراث البدوي الوجداني الأصيل بكردفان. مثال: غنى صوت الجراري في صحراء كردفان.,sudanese_lexicon_db
207,kordofan,طبيعة وزراعة,القُرَاضَة,تحدث عن القُرَاضَة في إقليم kordofan بالسودان والمعنى/الأهمية المرتبطة به.,القُرَاضَة: تعني الصمغ العربي الممتاز الناتج من أشجار الهشاب. مثال: كردفان هي موطن الصمغ العربي والقراضة الممتازة.,sudanese_lexicon_db
208,kordofan,أواني وتراث,البَخْسَة,تحدث عن البَخْسَة في إقليم kordofan بالسودان والمعنى/الأهمية المرتبطة به.,البَخْسَة: تعني وعاء تقليدي مصنوع من القرع اليابس لحفظ وتبريد اللبن الرائب. مثال: اللبن الرائب بارد في البخسة.,sudanese_lexicon_db
209,kordofan,ترحيب,حَبَابْ المَنْقُوقْ,تحدث عن حَبَابْ المَنْقُوقْ في إقليم kordofan بالسودان والمعنى/الأهمية المرتبطة به.,حَبَابْ المَنْقُوقْ: تعني أهلاً وسهلاً بالشخص العزيز القادم من سفر بعيد. مثال: حباب المنقوق اللي جانا بعد غيبة.,sudanese_lexicon_db
210,kordofan,طبيعة وزراعة,شَجَرَة الهَشَابْ,تحدث عن شَجَرَة الهَشَابْ في إقليم kordofan بالسودان والمعنى/الأهمية المرتبطة به.,شَجَرَة الهَشَابْ: تعني الشجرة التاريخية المصدرة لأجود أنواع الصمغ العربي في العالم. مثال: غابات الهشاب تمتد في عروس الرمل الأبيض.,sudanese_lexicon_db
211,kordofan,أواني وتراث,السَّعِينْ,تحدث عن السَّعِينْ في إقليم kordofan بالسودان والمعنى/الأهمية المرتبطة به.,السَّعِينْ: تعني قربة الجلد المصنوعة لحفظ الماء البارد أثناء التنقل. مثال: شربنا من السعين موية عذبة وباردة.,sudanese_lexicon_db
212,eastern,تحية / لغة بجاوية,دابايوا,تحدث عن دابايوا في إقليم eastern بالسودان والمعنى/الأهمية المرتبطة به.,دابايوا: تعني تحية السلام والترحيب بلغة البجا (البداويت) في شرق السودان. مثال: دابايوا بكل زائر لمدينة كسلا والشرق.,sudanese_lexicon_db
213,eastern,ترحيب بجاوي,دابايوا هَضَلْبَا,تحدث عن دابايوا هَضَلْبَا في إقليم eastern بالسودان والمعنى/الأهمية المرتبطة به.,دابايوا هَضَلْبَا: تعني مرحباً بكم وأهلاً وسهلاً بأعلى درجات الحفاوة. مثال: دابايوا هضلبا في جبال التاكا.,sudanese_lexicon_db
214,eastern,طبيعة وثقافة,السِّيفَابْ,تحدث عن السِّيفَابْ في إقليم eastern بالسودان والمعنى/الأهمية المرتبطة به.,السِّيفَابْ: تعني النسمات والرياح العليلة الباردة القادمة من جهة البحر والجبال. مثال: السيفاب عليل في عصريات كسلا.,sudanese_lexicon_db
215,eastern,صفة شعبية,السَّمْبَلْ,تحدث عن السَّمْبَلْ في إقليم eastern بالسودان والمعنى/الأهمية المرتبطة به.,السَّمْبَلْ: تعني الجمال والأناقة والهدوء في المشي والحركة. مثال: زول سمبل ومحترم في تعامله.,sudanese_lexicon_db
216,eastern,مشروبات وتراث,جَبَنَة الشَّرْقْ,تحدث عن جَبَنَة الشَّرْقْ في إقليم eastern بالسودان والمعنى/الأهمية المرتبطة به.,جَبَنَة الشَّرْقْ: تعني طريقة إعداد القهوة البجاوية في الجبنة الفخارية مع الزنجبيل والبهارات. مثال: جبنة الشرق بالزنجبيل ما ليها مثيل.,sudanese_lexicon_db
217,eastern,معالم ومعتقدات,جَبَل التَّاكَا,تحدث عن جَبَل التَّاكَا في إقليم eastern بالسودان والمعنى/الأهمية المرتبطة به.,جَبَل التَّاكَا: تعني المعلم الطبيعي والتاريخي الأبرز بمدينة كسلا بشرق السودان. مثال: جبل التاكا يزين مدينة كسلا الشامخة.,sudanese_lexicon_db
218,eastern,إدارة شعبية / أعراف,السِّدْرَة,تحدث عن السِّدْرَة في إقليم eastern بالسودان والمعنى/الأهمية المرتبطة به.,السِّدْرَة: تعني جلسة التسامح والشورى بين شيوخ القبائل لحل القضايا. مثال: اجتمع الشيوخ في السدرة لحل المشكلة بالود.,sudanese_lexicon_db
219,northern,تحية نوبية,مسكاقمي,تحدث عن مسكاقمي في إقليم northern بالسودان والمعنى/الأهمية المرتبطة به.,مسكاقمي: تعني تحية السلام بالنوبية (الدنقلاوية والمحسية والنوبين) وتعني: كيف حالكم؟. مثال: مسكاقمي يا أهلنا في دنقلا وحلفا.,sudanese_lexicon_db
220,northern,سؤال عن الحال,إيقا كويي,تحدث عن إيقا كويي في إقليم northern بالسودان والمعنى/الأهمية المرتبطة به.,إيقا كويي: تعني عبارة بالنوبية تعني: هل أنت بخير وبصحة جيدة؟. مثال: إيقا كويي؟ - الحمد لله كويي شديد.,sudanese_lexicon_db
221,northern,كلمات نوبية,إسي,تحدث عن إسي في إقليم northern بالسودان والمعنى/الأهمية المرتبطة به.,إسي: تعني الماء بالنوبية (الرطانة النوبية الأصيلة). مثال: جيب لينا إسي بارد نشرب.,sudanese_lexicon_db
222,northern,كلمات نوبية,إكسي,تحدث عن إكسي في إقليم northern بالسودان والمعنى/الأهمية المرتبطة به.,إكسي: تعني الطعام والعيش بالنوبية. مثال: الإكسي جاهز اتفضلوا للغداء.,sudanese_lexicon_db
223,northern,علاقات ومحبة,أميتي,تحدث عن أميتي في إقليم northern بالسودان والمعنى/الأهمية المرتبطة به.,أميتي: تعني الأخ أو الصديق العزيز بالنوبية. مثال: يا أميتي حبابك في بلدك.,sudanese_lexicon_db
224,northern,مهن وتراث,تربل,تحدث عن تربل في إقليم northern بالسودان والمعنى/الأهمية المرتبطة به.,تربل: تعني المزارع الصبور الفلاح المرتبط بالأرض والنيل في الشمال. مثال: التربل يصحى من الفجر لخدمة الجرف والنخيل.,sudanese_lexicon_db
225,northern,تراث وزراعة,السَّاقِيَة,تحدث عن السَّاقِيَة في إقليم northern بالسودان والمعنى/الأهمية المرتبطة به.,السَّاقِيَة: تعني الآلة المائية التاريخية المبتكرة في الشمال لرفع مياه النيل لزراعة الضفاف. مثال: صوت الساقية نغم سوداني أصيل في الشمال.,sudanese_lexicon_db
226,northern,زراعة وجغرافيا,الجُرُفْ,تحدث عن الجُرُفْ في إقليم northern بالسودان والمعنى/الأهمية المرتبطة به.,الجُرُفْ: تعني الأرض الخصبة المتاخمة لشاطئ النيل التي تظهر بعد انحسار الفيضان. مثال: زرعنا اللوبيا والخضار في الجرف.,sudanese_lexicon_db
227,northern,أدوات وتراث,الكُولِي,تحدث عن الكُولِي في إقليم northern بالسودان والمعنى/الأهمية المرتبطة به.,الكُولِي: تعني المفتاح الخشبي التقليدي للبيوت النوبية القديمة. مثال: قفل الباب بالكولي الخشبي القديم.,sudanese_lexicon_db
228,northern,ملاحة نيلية,القَرَقُورْ,تحدث عن القَرَقُورْ في إقليم northern بالسودان والمعنى/الأهمية المرتبطة به.,القَرَقُورْ: تعني الزورق والقارب الصغير المخصص للتنقل والصيد بالنيل. مثال: عبرنا النيل بالقرقور للضفة الغربية.,sudanese_lexicon_db
229,northern,تقاليد اجتماعية,التَّقَرّابْ,تحدث عن التَّقَرّابْ في إقليم northern بالسودان والمعنى/الأهمية المرتبطة به.,التَّقَرّابْ: تعني جلسة التآنس السمرية الشتوية حول النار والنخيل. مثال: اتجمعنا في التقّراب مع كبار السن نحكي القصص.,sudanese_lexicon_db
